text,is_correct
the street is to the left of the parking meter,0
the parking meter is to the left of the street,1
the street is to the left of the scarf,0
the scarf is to the left of the street,1
the bike is on the woman,0
the woman is on the bike,1
the bull is riding the girl,0
the girl is riding the bull,1
the floor is above the bag,0
the bag is above the floor,1
the salad is to the right of the rice,0
the rice is to the right of the salad,1
the rice is to the left of the salad,0
the salad is to the left of the rice,1
the plate is on the salad,0
the salad is on the plate,1
the zebra is to the right of the head,0
the head is to the right of the zebra,1
the head is to the left of the zebra,0
the zebra is to the left of the head,1
the sky is below the train,0
the train is below the sky,1
the sky is in the clouds,0
the clouds is in the sky,1
the pavement is on the car,0
the car is on the pavement,1
the pavement is on the car,0
the car is on the pavement,1
the floor is to the left of the train tracks,0
the train tracks is to the left of the floor,1
the ear is to the left of the building,0
the building is to the left of the ear,1
the umbrella is to the left of the man,0
the man is to the left of the umbrella,1
the man is to the right of the umbrella,0
the umbrella is to the right of the man,1
the jacket is to the right of the umbrella,0
the umbrella is to the right of the jacket,1
the sky is in the cloud,0
the cloud is in the sky,1
the bathroom is in the pipes,0
the pipes is in the bathroom,1
the buns is to the right of the tomato,0
the tomato is to the right of the buns,1
the plate is on the buns,0
the buns is on the plate,1
the tomato is to the left of the buns,0
the buns is to the left of the tomato,1
the hot dog is under the plate,0
the plate is under the hot dog,1
the hot dog is below the plate,0
the plate is below the hot dog,1
the water is in the elephant,0
the elephant is in the water,1
the river is wading in the elephant,0
the elephant is wading in the river,1
the cat is near the shoe,0
the shoe is near the cat,1
the cat is next to the shoe,0
the shoe is next to the cat,1
the drawer is near the cat,0
the cat is near the drawer,1
the floor is on the cat,0
the cat is on the floor,1
the shoe is near the cat,0
the cat is near the shoe,1
the cat is near the drawer,0
the drawer is near the cat,1
the wall is in front of the pitcher,0
the pitcher is in front of the wall,1
the pitcher is behind the wall,0
the wall is behind the pitcher,1
the couch is on the boy,0
the boy is on the couch,1
the child is to the left of the boy,0
the boy is to the left of the child,1
the jacket is to the left of the boy,0
the boy is to the left of the jacket,1
the boy is to the right of the jacket,0
the jacket is to the right of the boy,1
the jacket is wearing the child,0
the child is wearing the jacket,1
the boy is to the right of the child,0
the child is to the right of the boy,1
the road is on the other side of the trees,0
the trees is on the other side of the road,1
the man is to the left of the rug,0
the rug is to the left of the man,1
the rug is to the right of the man,0
the man is to the right of the rug,1
the station is at the train,0
the train is at the station,1
the pen is in the animal,0
the animal is in the pen,1
the pen is in the giraffe,0
the giraffe is in the pen,1
the man is to the right of the tree,0
the tree is to the right of the man,1
the tree is to the left of the man,0
the man is to the left of the tree,1
the truck is to the right of the sidewalk,0
the sidewalk is to the right of the truck,1
the truck is to the right of the wall,0
the wall is to the right of the truck,1
the wall is to the left of the truck,0
the truck is to the left of the wall,1
the man is to the right of the bleachers,0
the bleachers is to the right of the man,1
the house is by the aircraft,0
the aircraft is by the house,1
the jacket is wearing the man,0
the man is wearing the jacket,1
the car is in the man,0
the man is in the car,1
the trees is to the left of the man,0
the man is to the left of the trees,1
the man is to the right of the trees,0
the trees is to the right of the man,1
the head is to the right of the trees,0
the trees is to the right of the head,1
the jacket is to the right of the trees,0
the trees is to the right of the jacket,1
the trees is to the left of the head,0
the head is to the left of the trees,1
the man is of the head,0
the head is of the man,1
the trees is to the left of the jacket,0
the jacket is to the left of the trees,1
the cow is to the right of the dirt,0
the dirt is to the right of the cow,1
the horse is to the right of the bike,0
the bike is to the right of the horse,1
the bike is to the left of the horse,0
the horse is to the left of the bike,1
the tree is of the branch,0
the branch is of the tree,1
the sky is to the left of the cliff,0
the cliff is to the left of the sky,1
the cliff is to the right of the sky,0
the sky is to the right of the cliff,1
the chair is sitting on the bird,0
the bird is sitting on the chair,1
the chair is on top of the bird,0
the bird is on top of the chair,1
the bus is below the road,0
the road is below the bus,1
the sky is below the road,0
the road is below the sky,1
the bus is above the sky,0
the sky is above the bus,1
the road is on the bus,0
the bus is on the road,1
the tree is near the park,0
the park is near the tree,1
the park is near the tree,0
the tree is near the park,1
the fence is to the left of the tree,0
the tree is to the left of the fence,1
the tree is to the right of the fence,0
the fence is to the right of the tree,1
the plate is to the left of the cheese,0
the cheese is to the left of the plate,1
the pizza is on the spinach,0
the spinach is on the pizza,1
the plate is above the pizza,0
the pizza is above the plate,1
the spinach is with the pizza,0
the pizza is with the spinach,1
the pizza is under the plate,0
the plate is under the pizza,1
the cheese is to the right of the plate,0
the plate is to the right of the cheese,1
the food is under the plate,0
the plate is under the food,1
the table is on the plate,0
the plate is on the table,1
the food is below the plate,0
